index,timestamp,dt,pm2_5,temp,humidity,wind_speed,wind_deg,day_of_week,month,hour_sin,hour_cos,pm25_lag_1hr,pm25_lag_3hr,pm25_lag_24hr,pm25_rolling_avg_6hr,pm25_rolling_avg_24hr,temp_wind_interaction,pm25_t+1,pm25_t+2,pm25_t+3,pm25_t+4,pm25_t+5,pm25_t+6,pm25_t+7,pm25_t+8,pm25_t+9,pm25_t+10,pm25_t+11,pm25_t+12,pm25_t+13,pm25_t+14,pm25_t+15,pm25_t+16,pm25_t+17,pm25_t+18,pm25_t+19,pm25_t+20,pm25_t+21,pm25_t+22,pm25_t+23,pm25_t+24,pm25_t+25,pm25_t+26,pm25_t+27,pm25_t+28,pm25_t+29,pm25_t+30,pm25_t+31,pm25_t+32,pm25_t+33,pm25_t+34,pm25_t+35,pm25_t+36,pm25_t+37,pm25_t+38,pm25_t+39,pm25_t+40,pm25_t+41,pm25_t+42,pm25_t+43,pm25_t+44,pm25_t+45,pm25_t+46,pm25_t+47,pm25_t+48,pm25_t+49,pm25_t+50,pm25_t+51,pm25_t+52,pm25_t+53,pm25_t+54,pm25_t+55,pm25_t+56,pm25_t+57,pm25_t+58,pm25_t+59,pm25_t+60,pm25_t+61,pm25_t+62,pm25_t+63,pm25_t+64,pm25_t+65,pm25_t+66,pm25_t+67,pm25_t+68,pm25_t+69,pm25_t+70,pm25_t+71,pm25_t+72,day_of_week_sin,day_of_week_cos,is_weekend,pm25_lag_2hr,pm25_lag_6hr,pm25_lag_12hr,pm25_rolling_avg_3hr,pm25_rolling_avg_12hr,pm25_rolling_std_6hr,pm25_rolling_std_24hr,pm25_rolling_min_6hr,pm25_rolling_max_6hr,pm25_rolling_min_24hr,pm25_rolling_max_24hr,pm25_change_1hr,pm25_change_6hr,pm25_change_12hr,pm25_trend_6hr,temp_lag_1hr,temp_lag_2hr,temp_lag_3hr,temp_lag_6hr,temp_lag_12hr,temp_lag_24hr,temp_roll_mean_3hr,temp_roll_mean_6hr,temp_roll_mean_12hr,temp_roll_mean_24hr,temp_roll_std_6hr,temp_roll_std_24hr,temp_roll_min_6hr,temp_roll_max_6hr,temp_roll_min_24hr,temp_roll_max_24hr,temp_change_3hr,temp_change_24hr,humidity_lag_1hr,humidity_lag_2hr,humidity_lag_3hr,humidity_lag_6hr,humidity_lag_12hr,humidity_lag_24hr,humidity_roll_mean_3hr,humidity_roll_mean_6hr,humidity_roll_mean_12hr,humidity_roll_mean_24hr,humidity_roll_std_6hr,humidity_roll_std_24hr,humidity_roll_min_6hr,humidity_roll_max_6hr,humidity_roll_min_24hr,humidity_roll_max_24hr,wind_speed_lag_1hr,wind_speed_lag_2hr,wind_speed_lag_3hr,wind_speed_lag_6hr,wind_speed_lag_12hr,wind_speed_lag_24hr,wind_speed_roll_mean_3hr,wind_speed_roll_mean_6hr,wind_speed_roll_mean_12hr,wind_speed_roll_mean_24hr,wind_speed_roll_std_6hr,wind_speed_roll_std_24hr,wind_speed_roll_min_6hr,wind_speed_roll_max_6hr,wind_speed_roll_min_24hr,wind_speed_roll_max_24hr,humidity_temp_interaction,stagnation_index,temp_pm25_interaction,humidity_pm25_interaction,wind_pm25_interaction,temp_forecast_24h_avg,temp_forecast_72h_max,temp_forecast_72h_min,temp_forecast_change_24h,wind_speed_forecast_24h_avg,wind_speed_forecast_72h_max,wind_speed_forecast_24h_min,humidity_forecast_24h_avg,humidity_forecast_72h_max,humidity_forecast_72h_min,stagnation_forecast_24h_avg
50.0,2024-11-26 20:00:00,1732651200,74.04,284.95,72,1.93,2.0,1,11,-0.8660254037844386,0.5000000000000001,91.41,129.09,70.75,113.49166666666667,82.91375000000001,549.9535,61.7,53.9,48.56,44.22,39.7,41.0,48.08,57.51,67.59,81.13,81.93,107.13,130.81,150.39,168.85,186.01,195.98,197.44,194.38,187.48,177.94,168.55,158.87,146.09,126.53,102.71,84.3,72.43,61.51,57.01,58.95,62.06,67.3,76.21,81.12,94.11,109.85,116.09,118.72,124.52,133.35,140.31,144.96,147.59,144.78,134.41,121.55,112.78,108.19,104.67,96.25,81.47,60.99,53.46,60.88,78.49,89.95,93.03,41.23,41.9,45.17,50.14,69.63,108.35,144.74,154.69,131.19,91.44,76.31,70.74,66.03,60.54,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
51.0,2024-11-26 21:00:00,1732654800,61.7,283.84,73,2.04,2.0,1,11,-0.7071067811865477,0.7071067811865474,74.04,112.3,59.7,100.875,82.99708333333332,579.0336,53.9,48.56,44.22,39.7,41.0,48.08,57.51,67.59,81.13,81.93,107.13,130.81,150.39,168.85,186.01,195.98,197.44,194.38,187.48,177.94,168.55,158.87,146.09,126.53,102.71,84.3,72.43,61.51,57.01,58.95,62.06,67.3,76.21,81.12,94.11,109.85,116.09,118.72,124.52,133.35,140.31,144.96,147.59,144.78,134.41,121.55,112.78,108.19,104.67,96.25,81.47,60.99,53.46,60.88,78.49,89.95,93.03,41.23,41.9,45.17,50.14,69.63,108.35,144.74,154.69,131.19,91.44,76.31,70.74,66.03,60.54,54.53,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
52.0,2024-11-26 22:00:00,1732658400,53.9,283.84,71,1.95,1.0,1,11,-0.5000000000000004,0.8660254037844384,61.7,91.41,50.24,87.07333333333334,83.14958333333333,553.4879999999999,48.56,44.22,39.7,41.0,48.08,57.51,67.59,81.13,81.93,107.13,130.81,150.39,168.85,186.01,195.98,197.44,194.38,187.48,177.94,168.55,158.87,146.09,126.53,102.71,84.3,72.43,61.51,57.01,58.95,62.06,67.3,76.21,81.12,94.11,109.85,116.09,118.72,124.52,133.35,140.31,144.96,147.59,144.78,134.41,121.55,112.78,108.19,104.67,96.25,81.47,60.99,53.46,60.88,78.49,89.95,93.03,41.23,41.9,45.17,50.14,69.63,108.35,144.74,154.69,131.19,91.44,76.31,70.74,66.03,60.54,54.53,47.88,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
53.0,2024-11-26 23:00:00,1732662000,48.56,283.29,72,1.86,353.0,1,11,-0.25881904510252157,0.9659258262890681,53.9,74.04,44.46,73.65166666666666,83.32041666666667,526.9194000000001,44.22,39.7,41.0,48.08,57.51,67.59,81.13,81.93,107.13,130.81,150.39,168.85,186.01,195.98,197.44,194.38,187.48,177.94,168.55,158.87,146.09,126.53,102.71,84.3,72.43,61.51,57.01,58.95,62.06,67.3,76.21,81.12,94.11,109.85,116.09,118.72,124.52,133.35,140.31,144.96,147.59,144.78,134.41,121.55,112.78,108.19,104.67,96.25,81.47,60.99,53.46,60.88,78.49,89.95,93.03,41.23,41.9,45.17,50.14,69.63,108.35,144.74,154.69,131.19,91.44,76.31,70.74,66.03,60.54,54.53,47.88,42.77,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
54.0,2024-11-27 00:00:00,1732665600,44.22,283.29,74,1.89,351.0,2,11,0.0,1.0,48.56,61.7,41.52,62.30500000000001,83.43291666666667,535.4181,39.7,41.0,48.08,57.51,67.59,81.13,81.93,107.13,130.81,150.39,168.85,186.01,195.98,197.44,194.38,187.48,177.94,168.55,158.87,146.09,126.53,102.71,84.3,72.43,61.51,57.01,58.95,62.06,67.3,76.21,81.12,94.11,109.85,116.09,118.72,124.52,133.35,140.31,144.96,147.59,144.78,134.41,121.55,112.78,108.19,104.67,96.25,81.47,60.99,53.46,60.88,78.49,89.95,93.03,41.23,41.9,45.17,50.14,69.63,108.35,144.74,154.69,131.19,91.44,76.31,70.74,66.03,60.54,54.53,47.88,42.77,39.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
55.0,2024-11-27 01:00:00,1732669200,39.7,282.73,75,1.96,356.0,2,11,0.25881904510252074,0.9659258262890683,44.22,53.9,38.58,53.68666666666667,83.47958333333334,554.1508,41.0,48.08,57.51,67.59,81.13,81.93,107.13,130.81,150.39,168.85,186.01,195.98,197.44,194.38,187.48,177.94,168.55,158.87,146.09,126.53,102.71,84.3,72.43,61.51,57.01,58.95,62.06,67.3,76.21,81.12,94.11,109.85,116.09,118.72,124.52,133.35,140.31,144.96,147.59,144.78,134.41,121.55,112.78,108.19,104.67,96.25,81.47,60.99,53.46,60.88,78.49,89.95,93.03,41.23,41.9,45.17,50.14,69.63,108.35,144.74,154.69,131.19,91.44,76.31,70.74,66.03,60.54,54.53,47.88,42.77,39.3,35.83,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
56.0,2024-11-27 02:00:00,1732672800,41.0,282.73,72,1.94,360.0,2,11,0.49999999999999994,0.8660254037844387,39.7,48.56,40.93,48.18,83.4825,548.4962,48.08,57.51,67.59,81.13,81.93,107.13,130.81,150.39,168.85,186.01,195.98,197.44,194.38,187.48,177.94,168.55,158.87,146.09,126.53,102.71,84.3,72.43,61.51,57.01,58.95,62.06,67.3,76.21,81.12,94.11,109.85,116.09,118.72,124.52,133.35,140.31,144.96,147.59,144.78,134.41,121.55,112.78,108.19,104.67,96.25,81.47,60.99,53.46,60.88,78.49,89.95,93.03,41.23,41.9,45.17,50.14,69.63,108.35,144.74,154.69,131.19,91.44,76.31,70.74,66.03,60.54,54.53,47.88,42.77,39.3,35.83,35.56,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
57.0,2024-11-27 03:00:00,1732676400,48.08,284.4,70,1.46,358.0,2,11,0.7071067811865475,0.7071067811865476,41.0,44.22,47.52,45.910000000000004,83.50583333333333,415.22399999999993,57.51,67.59,81.13,81.93,107.13,130.81,150.39,168.85,186.01,195.98,197.44,194.38,187.48,177.94,168.55,158.87,146.09,126.53,102.71,84.3,72.43,61.51,57.01,58.95,62.06,67.3,76.21,81.12,94.11,109.85,116.09,118.72,124.52,133.35,140.31,144.96,147.59,144.78,134.41,121.55,112.78,108.19,104.67,96.25,81.47,60.99,53.46,60.88,78.49,89.95,93.03,41.23,41.9,45.17,50.14,69.63,108.35,144.74,154.69,131.19,91.44,76.31,70.74,66.03,60.54,54.53,47.88,42.77,39.3,35.83,35.56,38.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
58.0,2024-11-27 04:00:00,1732680000,57.51,287.17,63,0.67,328.0,2,11,0.8660254037844386,0.5000000000000001,48.08,39.7,53.59,46.51166666666666,83.66916666666667,192.40390000000002,67.59,81.13,81.93,107.13,130.81,150.39,168.85,186.01,195.98,197.44,194.38,187.48,177.94,168.55,158.87,146.09,126.53,102.71,84.3,72.43,61.51,57.01,58.95,62.06,67.3,76.21,81.12,94.11,109.85,116.09,118.72,124.52,133.35,140.31,144.96,147.59,144.78,134.41,121.55,112.78,108.19,104.67,96.25,81.47,60.99,53.46,60.88,78.49,89.95,93.03,41.23,41.9,45.17,50.14,69.63,108.35,144.74,154.69,131.19,91.44,76.31,70.74,66.03,60.54,54.53,47.88,42.77,39.3,35.83,35.56,38.4,42.14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
59.0,2024-11-27 05:00:00,1732683600,67.59,290.51,53,0.66,248.0,2,11,0.9659258262890683,0.25881904510252074,57.51,41.0,59.77,49.68333333333334,83.995,191.7366,81.13,81.93,107.13,130.81,150.39,168.85,186.01,195.98,197.44,194.38,187.48,177.94,168.55,158.87,146.09,126.53,102.71,84.3,72.43,61.51,57.01,58.95,62.06,67.3,76.21,81.12,94.11,109.85,116.09,118.72,124.52,133.35,140.31,144.96,147.59,144.78,134.41,121.55,112.78,108.19,104.67,96.25,81.47,60.99,53.46,60.88,78.49,89.95,93.03,41.23,41.9,45.17,50.14,69.63,108.35,144.74,154.69,131.19,91.44,76.31,70.74,66.03,60.54,54.53,47.88,42.77,39.3,35.83,35.56,38.4,42.14,46.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
60.0,2024-11-27 06:00:00,1732687200,81.13,292.17,50,1.09,212.0,2,11,1.0,6.123233995736766e-17,67.59,48.08,67.8,55.835,84.55041666666666,318.4653,81.93,107.13,130.81,150.39,168.85,186.01,195.98,197.44,194.38,187.48,177.94,168.55,158.87,146.09,126.53,102.71,84.3,72.43,61.51,57.01,58.95,62.06,67.3,76.21,81.12,94.11,109.85,116.09,118.72,124.52,133.35,140.31,144.96,147.59,144.78,134.41,121.55,112.78,108.19,104.67,96.25,81.47,60.99,53.46,60.88,78.49,89.95,93.03,41.23,41.9,45.17,50.14,69.63,108.35,144.74,154.69,131.19,91.44,76.31,70.74,66.03,60.54,54.53,47.88,42.77,39.3,35.83,35.56,38.4,42.14,46.8,53.18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
61.0,2024-11-27 07:00:00,1732690800,81.93,293.84,44,1.12,208.0,2,11,0.9659258262890683,-0.25881904510252063,81.13,57.51,66.93,62.873333333333335,85.17541666666666,329.1008,107.13,130.81,150.39,168.85,186.01,195.98,197.44,194.38,187.48,177.94,168.55,158.87,146.09,126.53,102.71,84.3,72.43,61.51,57.01,58.95,62.06,67.3,76.21,81.12,94.11,109.85,116.09,118.72,124.52,133.35,140.31,144.96,147.59,144.78,134.41,121.55,112.78,108.19,104.67,96.25,81.47,60.99,53.46,60.88,78.49,89.95,93.03,41.23,41.9,45.17,50.14,69.63,108.35,144.74,154.69,131.19,91.44,76.31,70.74,66.03,60.54,54.53,47.88,42.77,39.3,35.83,35.56,38.4,42.14,46.8,53.18,52.82,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
62.0,2024-11-27 08:00:00,1732694400,107.13,295.51,37,1.45,213.0,2,11,0.8660254037844387,-0.4999999999999998,81.93,67.59,74.64,73.895,86.52916666666665,428.48949999999996,130.81,150.39,168.85,186.01,195.98,197.44,194.38,187.48,177.94,168.55,158.87,146.09,126.53,102.71,84.3,72.43,61.51,57.01,58.95,62.06,67.3,76.21,81.12,94.11,109.85,116.09,118.72,124.52,133.35,140.31,144.96,147.59,144.78,134.41,121.55,112.78,108.19,104.67,96.25,81.47,60.99,53.46,60.88,78.49,89.95,93.03,41.23,41.9,45.17,50.14,69.63,108.35,144.74,154.69,131.19,91.44,76.31,70.74,66.03,60.54,54.53,47.88,42.77,39.3,35.83,35.56,38.4,42.14,46.8,53.18,52.82,66.93,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
63.0,2024-11-27 09:00:00,1732698000,130.81,296.62,32,1.53,217.0,2,11,0.7071067811865476,-0.7071067811865475,107.13,81.13,85.81,87.68333333333332,88.40416666666665,453.8286,150.39,168.85,186.01,195.98,197.44,194.38,187.48,177.94,168.55,158.87,146.09,126.53,102.71,84.3,72.43,61.51,57.01,58.95,62.06,67.3,76.21,81.12,94.11,109.85,116.09,118.72,124.52,133.35,140.31,144.96,147.59,144.78,134.41,121.55,112.78,108.19,104.67,96.25,81.47,60.99,53.46,60.88,78.49,89.95,93.03,41.23,41.9,45.17,50.14,69.63,108.35,144.74,154.69,131.19,91.44,76.31,70.74,66.03,60.54,54.53,47.88,42.77,39.3,35.83,35.56,38.4,42.14,46.8,53.18,52.82,66.93,81.68,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
64.0,2024-11-27 10:00:00,1732701600,150.39,296.62,32,1.41,229.0,2,11,0.49999999999999994,-0.8660254037844387,130.81,81.93,94.93,103.16333333333334,90.71499999999999,418.2342,168.85,186.01,195.98,197.44,194.38,187.48,177.94,168.55,158.87,146.09,126.53,102.71,84.3,72.43,61.51,57.01,58.95,62.06,67.3,76.21,81.12,94.11,109.85,116.09,118.72,124.52,133.35,140.31,144.96,147.59,144.78,134.41,121.55,112.78,108.19,104.67,96.25,81.47,60.99,53.46,60.88,78.49,89.95,93.03,41.23,41.9,45.17,50.14,69.63,108.35,144.74,154.69,131.19,91.44,76.31,70.74,66.03,60.54,54.53,47.88,42.77,39.3,35.83,35.56,38.4,42.14,46.8,53.18,52.82,66.93,81.68,90.33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
65.0,2024-11-27 11:00:00,1732705200,168.85,296.06,32,1.75,250.0,2,11,0.258819045102521,-0.9659258262890682,150.39,107.13,105.52,120.03999999999998,93.35374999999999,518.105,186.01,195.98,197.44,194.38,187.48,177.94,168.55,158.87,146.09,126.53,102.71,84.3,72.43,61.51,57.01,58.95,62.06,67.3,76.21,81.12,94.11,109.85,116.09,118.72,124.52,133.35,140.31,144.96,147.59,144.78,134.41,121.55,112.78,108.19,104.67,96.25,81.47,60.99,53.46,60.88,78.49,89.95,93.03,41.23,41.9,45.17,50.14,69.63,108.35,144.74,154.69,131.19,91.44,76.31,70.74,66.03,60.54,54.53,47.88,42.77,39.3,35.83,35.56,38.4,42.14,46.8,53.18,52.82,66.93,81.68,90.33,95.62,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
66.0,2024-11-27 12:00:00,1732708800,186.01,290.7,21,1.88,277.0,2,11,1.2246467991473532e-16,-1.0,168.85,130.81,117.13,137.51999999999998,96.22375,546.516,195.98,197.44,194.38,187.48,177.94,168.55,158.87,146.09,126.53,102.71,84.3,72.43,61.51,57.01,58.95,62.06,67.3,76.21,81.12,94.11,109.85,116.09,118.72,124.52,133.35,140.31,144.96,147.59,144.78,134.41,121.55,112.78,108.19,104.67,96.25,81.47,60.99,53.46,60.88,78.49,89.95,93.03,41.23,41.9,45.17,50.14,69.63,108.35,144.74,154.69,131.19,91.44,76.31,70.74,66.03,60.54,54.53,47.88,42.77,39.3,35.83,35.56,38.4,42.14,46.8,53.18,52.82,66.93,81.68,90.33,95.62,102.89,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
67.0,2024-11-27 13:00:00,1732712400,195.98,291.62,50,1.38,331.0,2,11,-0.2588190451025208,-0.9659258262890683,186.01,150.39,126.49,156.52833333333334,99.11916666666667,402.43559999999997,197.44,194.38,187.48,177.94,168.55,158.87,146.09,126.53,102.71,84.3,72.43,61.51,57.01,58.95,62.06,67.3,76.21,81.12,94.11,109.85,116.09,118.72,124.52,133.35,140.31,144.96,147.59,144.78,134.41,121.55,112.78,108.19,104.67,96.25,81.47,60.99,53.46,60.88,78.49,89.95,93.03,41.23,41.9,45.17,50.14,69.63,108.35,144.74,154.69,131.19,91.44,76.31,70.74,66.03,60.54,54.53,47.88,42.77,39.3,35.83,35.56,38.4,42.14,46.8,53.18,52.82,66.93,81.68,90.33,95.62,102.89,113.12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
68.0,2024-11-27 14:00:00,1732716000,197.44,288.84,60,1.87,16.0,2,11,-0.4999999999999997,-0.8660254037844388,195.98,168.85,133.42,171.58,101.78666666666668,540.1308,194.38,187.48,177.94,168.55,158.87,146.09,126.53,102.71,84.3,72.43,61.51,57.01,58.95,62.06,67.3,76.21,81.12,94.11,109.85,116.09,118.72,124.52,133.35,140.31,144.96,147.59,144.78,134.41,121.55,112.78,108.19,104.67,96.25,81.47,60.99,53.46,60.88,78.49,89.95,93.03,41.23,41.9,45.17,50.14,69.63,108.35,144.74,154.69,131.19,91.44,76.31,70.74,66.03,60.54,54.53,47.88,42.77,39.3,35.83,35.56,38.4,42.14,46.8,53.18,52.82,66.93,81.68,90.33,95.62,102.89,113.12,120.41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
69.0,2024-11-27 15:00:00,1732719600,194.38,287.73,65,2.18,26.0,2,11,-0.7071067811865471,-0.7071067811865479,197.44,186.01,137.4,182.17499999999998,104.16083333333331,627.2514000000001,187.48,177.94,168.55,158.87,146.09,126.53,102.71,84.3,72.43,61.51,57.01,58.95,62.06,67.3,76.21,81.12,94.11,109.85,116.09,118.72,124.52,133.35,140.31,144.96,147.59,144.78,134.41,121.55,112.78,108.19,104.67,96.25,81.47,60.99,53.46,60.88,78.49,89.95,93.03,41.23,41.9,45.17,50.14,69.63,108.35,144.74,154.69,131.19,91.44,76.31,70.74,66.03,60.54,54.53,47.88,42.77,39.3,35.83,35.56,38.4,42.14,46.8,53.18,52.82,66.93,81.68,90.33,95.62,102.89,113.12,120.41,123.45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
70.0,2024-11-27 16:00:00,1732723200,187.48,287.17,67,1.94,26.0,2,11,-0.8660254037844384,-0.5000000000000004,194.38,195.98,136.71,188.35666666666665,106.27624999999999,557.1098000000001,177.94,168.55,158.87,146.09,126.53,102.71,84.3,72.43,61.51,57.01,58.95,62.06,67.3,76.21,81.12,94.11,109.85,116.09,118.72,124.52,133.35,140.31,144.96,147.59,144.78,134.41,121.55,112.78,108.19,104.67,96.25,81.47,60.99,53.46,60.88,78.49,89.95,93.03,41.23,41.9,45.17,50.14,69.63,108.35,144.74,154.69,131.19,91.44,76.31,70.74,66.03,60.54,54.53,47.88,42.77,39.3,35.83,35.56,38.4,42.14,46.8,53.18,52.82,66.93,81.68,90.33,95.62,102.89,113.12,120.41,123.45,123.19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
71.0,2024-11-27 17:00:00,1732726800,177.94,286.06,70,1.83,25.0,2,11,-0.9659258262890683,-0.25881904510252063,187.48,197.44,129.09,189.87166666666667,108.31166666666667,523.4898000000001,168.55,158.87,146.09,126.53,102.71,84.3,72.43,61.51,57.01,58.95,62.06,67.3,76.21,81.12,94.11,109.85,116.09,118.72,124.52,133.35,140.31,144.96,147.59,144.78,134.41,121.55,112.78,108.19,104.67,96.25,81.47,60.99,53.46,60.88,78.49,89.95,93.03,41.23,41.9,45.17,50.14,69.63,108.35,144.74,154.69,131.19,91.44,76.31,70.74,66.03,60.54,54.53,47.88,42.77,39.3,35.83,35.56,38.4,42.14,46.8,53.18,52.82,66.93,81.68,90.33,95.62,102.89,113.12,120.41,123.45,123.19,116.27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
72.0,2024-11-27 18:00:00,1732730400,168.55,285.51,72,1.87,31.0,2,11,-1.0,-1.8369701987210297e-16,177.94,194.38,112.3,186.96166666666667,110.65541666666667,533.9037,158.87,146.09,126.53,102.71,84.3,72.43,61.51,57.01,58.95,62.06,67.3,76.21,81.12,94.11,109.85,116.09,118.72,124.52,133.35,140.31,144.96,147.59,144.78,134.41,121.55,112.78,108.19,104.67,96.25,81.47,60.99,53.46,60.88,78.49,89.95,93.03,41.23,41.9,45.17,50.14,69.63,108.35,144.74,154.69,131.19,91.44,76.31,70.74,66.03,60.54,54.53,47.88,42.77,39.3,35.83,35.56,38.4,42.14,46.8,53.18,52.82,66.93,81.68,90.33,95.62,102.89,113.12,120.41,123.45,123.19,116.27,103.48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
73.0,2024-11-27 19:00:00,1732734000,158.87,284.4,74,1.56,16.0,2,11,-0.9659258262890684,0.2588190451025203,168.55,187.48,91.41,180.77666666666667,113.46625,443.664,146.09,126.53,102.71,84.3,72.43,61.51,57.01,58.95,62.06,67.3,76.21,81.12,94.11,109.85,116.09,118.72,124.52,133.35,140.31,144.96,147.59,144.78,134.41,121.55,112.78,108.19,104.67,96.25,81.47,60.99,53.46,60.88,78.49,89.95,93.03,41.23,41.9,45.17,50.14,69.63,108.35,144.74,154.69,131.19,91.44,76.31,70.74,66.03,60.54,54.53,47.88,42.77,39.3,35.83,35.56,38.4,42.14,46.8,53.18,52.82,66.93,81.68,90.33,95.62,102.89,113.12,120.41,123.45,123.19,116.27,103.48,89.69,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
74.0,2024-11-27 20:00:00,1732737600,146.09,284.4,75,1.41,3.0,2,11,-0.8660254037844386,0.5000000000000001,158.87,177.94,74.04,172.21833333333333,116.46833333333335,401.00399999999996,126.53,102.71,84.3,72.43,61.51,57.01,58.95,62.06,67.3,76.21,81.12,94.11,109.85,116.09,118.72,124.52,133.35,140.31,144.96,147.59,144.78,134.41,121.55,112.78,108.19,104.67,96.25,81.47,60.99,53.46,60.88,78.49,89.95,93.03,41.23,41.9,45.17,50.14,69.63,108.35,144.74,154.69,131.19,91.44,76.31,70.74,66.03,60.54,54.53,47.88,42.77,39.3,35.83,35.56,38.4,42.14,46.8,53.18,52.82,66.93,81.68,90.33,95.62,102.89,113.12,120.41,123.45,123.19,116.27,103.48,89.69,77.03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
75.0,2024-11-27 21:00:00,1732741200,126.53,283.84,75,1.76,11.0,2,11,-0.7071067811865477,0.7071067811865474,146.09,168.55,61.7,160.91,119.16958333333332,499.55839999999995,102.71,84.3,72.43,61.51,57.01,58.95,62.06,67.3,76.21,81.12,94.11,109.85,116.09,118.72,124.52,133.35,140.31,144.96,147.59,144.78,134.41,121.55,112.78,108.19,104.67,96.25,81.47,60.99,53.46,60.88,78.49,89.95,93.03,41.23,41.9,45.17,50.14,69.63,108.35,144.74,154.69,131.19,91.44,76.31,70.74,66.03,60.54,54.53,47.88,42.77,39.3,35.83,35.56,38.4,42.14,46.8,53.18,52.82,66.93,81.68,90.33,95.62,102.89,113.12,120.41,123.45,123.19,116.27,103.48,89.69,77.03,64.72,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
